Time, Acceleration, Velocity, Position
669, 0.055150, 1.867289, 42.033939
670, 0.055231, 1.872808, 42.220940
671, 0.055311, 1.878335, 42.408493
672, 0.055391, 1.883870, 42.596619
673, 0.055471, 1.889413, 42.785278
674, 0.055552, 1.894964, 42.974495
675, 0.055632, 1.900523, 43.164268
676, 0.055712, 1.906090, 43.354591
677, 0.055793, 1.911666, 43.545494
678, 0.055873, 1.917249, 43.736935
679, 0.055953, 1.922840, 43.928936
680, 0.056033, 1.928440, 44.121498
681, 0.056114, 1.934047, 44.314621
682, 0.056194, 1.939662, 44.508316
683, 0.056274, 1.945286, 44.702560
684, 0.056354, 1.950917, 44.897369
685, 0.056434, 1.956556, 45.092735
686, 0.056515, 1.962204, 45.288670
687, 0.056595, 1.967860, 45.485188
688, 0.056675, 1.973523, 45.682251
689, 0.056755, 1.979194, 45.879887
690, 0.056835, 1.984874, 46.078087
691, 0.056915, 1.990561, 46.276855
692, 0.056996, 1.996257, 46.476212
693, 0.057076, 2.001961, 46.676117
